date,close,long_target_raw,short_target_raw,trend_strength,bear_strength,trend_floor,short_trend_floor,target_weight,applied_weight,strategy_return,equity,turnover,cost,long_gross_ref,trend_floor_gross_ref,short_gross_ref,short_floor_gross_ref,signal_side,entry_tag,exit_reason
2021-09-05,51756.88,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-06,52663.9,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-07,46863.73,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,10916.484717985966,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-08,46048.31,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,10916.484717985966,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-09,46395.14,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-10,44850.91,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,10916.484717985966,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-11,45173.69,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-12,46025.24,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-13,44940.73,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,10916.484717985966,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-14,47111.52,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-15,48121.41,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-16,47737.82,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,10916.484717985966,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-17,47299.98,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,10916.484717985966,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-18,48292.74,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,10916.484717985966,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-09-19,47241.75,0.1484179630846113,0.0,0.0,0.0,0.0,0.0,0.35,0.0,-0.00035,10912.663948334672,0.35,0.00035,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-09-20,43015.62,0.0840409582250458,0.0,0.0,0.0,0.0,0.0,0.2101023955626145,0.35,-0.031450031119813066,10569.460327559484,0.13989760443738547,0.00013989760443738547,-0.031310133515375684,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-09-21,40734.38,0.1235687058588922,0.0,0.0,0.0,0.0,0.0,0.3089217646472305,0.2101023955626145,-0.011241143688791264,10450.647505304409,0.09881936908461597,9.881936908461597e-05,-0.011142324319706649,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-09-22,43543.61,0.1468938654851002,0.0,0.0,0.0,0.0,0.0,0.35,0.3089217646472305,0.021263586004042573,10672.865747331383,0.0410782353527695,4.10782353527695e-05,0.02130466423939534,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-09-23,44865.26,0.1593379847187378,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.010623315338346994,10786.246965729128,0.0,0.0,0.010623315338346994,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-09-24,42810.57,0.1538371015311173,0.0,0.0,0.0,0.0,0.0,0.35,0.35,-0.016028916359784862,10613.355115279472,0.0,0.0,-0.016028916359784862,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-09-25,42670.64,0.1873848786628246,0.0,0.0,0.0,0.0,0.0,0.35,0.35,-0.001144004856744507,10601.213385481238,0.0,0.0,-0.001144004856744507,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-09-26,43160.9,0.1703485095763286,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.004021289579907905,10643.843934402656,0.0,0.0,0.004021289579907905,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-09-27,42147.35,0.1645104247855946,0.0,0.0,0.0,0.0,0.0,0.35,0.35,-0.008219070964692592,10556.361425768688,0.0,0.0,-0.008219070964692592,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-09-28,41026.54,0.1502443651165158,0.0,0.0,0.0,0.0,0.0,0.35,0.35,-0.009307429767233288,10458.108833200815,0.0,0.0,-0.009307429767233288,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-09-29,41524.28,0.1662173199419276,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.004246251329017769,10502.516591732807,0.0,0.0,0.004246251329017769,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-09-30,43824.1,0.0936704751964466,0.0,0.0,0.0,0.0,0.0,0.2341761879911165,0.35,0.019268907241726384,10704.888609743599,0.11582381200888348,0.00011582381200888348,0.01938473105373527,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-01,48141.61,0.1213948009697749,0.0,0.0,0.0,0.0,0.0,0.30348700242443727,0.2341761879911165,0.02300151171046796,10951.117230459873,0.06931081443332077,6.931081443332076e-05,0.023070822524901283,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-02,47634.9,0.1557397953031449,0.0,0.0,0.0,0.0,0.0,0.35,0.30348700242443727,-0.0032408369721681532,10915.62644485285,0.04651299757556271,4.651299757556271e-05,-0.0031943239745925904,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-03,48200.01,0.1339963211696307,0.0,0.2,0.0,0.0,0.0,0.33499080292407674,0.35,0.00413716704345358,10960.786214839147,0.015009197075923242,1.5009197075923243e-05,0.004152176240529503,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-04,49224.94,0.1131298434284372,0.0,0.2,0.0,0.0,0.0,0.282824608571093,0.33499080292407674,0.00707111290125246,11038.291171650764,0.05216619435298375,5.2166194352983754e-05,0.007123279095605443,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-05,51471.99,0.124530273217134,0.0,0.2,0.0,0.0,0.0,0.31132568304283503,0.282824608571093,0.012882048673068277,11180.486975791471,0.02850107447174205,2.850107447174205e-05,0.012910549747540018,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-06,55315.0,0.1382628615797143,0.0,0.2,0.0,0.0,0.0,0.34565715394928576,0.31132568304283503,0.023209916773438602,11439.985147986104,0.03433147090645072,3.433147090645072e-05,0.023244248244345053,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-07,53785.22,0.14357438965092,0.0,0.2,0.0,0.0,0.0,0.35,0.34565715394928576,-0.009563764358633901,11330.575825764492,0.004342846050714222,4.342846050714222e-06,-0.009559421512583186,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-08,53951.43,0.1388097244275732,0.0,0.2,0.0,0.0,0.0,0.347024311068933,0.35,0.0010786132680351613,11342.79713518464,0.0029756889310669776,2.9756889310669778e-06,0.0010815889569662283,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-09,54949.72,0.1667008032197031,0.0,0.2,0.0,0.0,0.0,0.35,0.347024311068933,0.006418186817734713,11415.597326233921,0.0029756889310669776,2.9756889310669778e-06,0.00642116250666578,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-10,54659.0,0.136151573957424,0.0,0.2,0.0,0.0,0.0,0.34037893489355997,0.35,-0.0018613502458920727,11394.348901343732,0.009621065106440008,9.621065106440008e-06,-0.0018517291807856326,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-11,57471.35,0.1527233938368809,0.0,0.2,0.0,0.0,0.0,0.35,0.34037893489355997,0.017503774671147467,11593.793017037287,0.009621065106440008,9.621065106440008e-06,0.017513395736253906,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-12,55996.93,0.1332352579327013,0.0,0.2,0.0,0.0,0.0,0.33308814483175325,0.35,-0.008996116276153656,11489.493906974361,0.016911855168246726,1.6911855168246727e-05,-0.008979204420985409,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-13,57367.0,0.1292494392420624,0.0,0.2,0.0,0.0,0.0,0.323123598105156,0.33308814483175325,0.008139662130836636,11583.01450543144,0.009964546726597245,9.964546726597246e-06,0.008149626677563233,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-14,57347.94,0.1422631346056765,0.0,0.2,0.0,0.0,0.0,0.35,0.323123598105156,-0.00013423317111555506,11581.459680663298,0.02687640189484397,2.687640189484397e-05,-0.0001073567692207111,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-15,61672.42,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.35,0.026042717855253365,11883.072367478804,0.35,0.00035,0.026392717855253364,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-16,60875.57,0.1680825910447431,0.0,0.2,0.0,0.0,0.0,0.35,0.0,-0.00035,11878.913292150186,0.35,0.00035,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-10-17,61528.33,0.1546383174409485,0.0,0.2,0.0,0.0,0.0,0.35,0.35,0.0037529997665730393,11923.494850962768,0.0,0.0,0.0037529997665730393,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-18,62009.84,0.1612973997804576,0.0,0.2,0.0,0.0,0.0,0.35,0.35,0.0027390390735454236,11956.15376925277,0.0,0.0,0.0027390390735454236,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-19,64280.59,0.1554315088964193,0.0,0.2,0.0,0.0,0.0,0.35,0.35,0.012816715863159777,12109.39239492953,0.0,0.0,0.012816715863159777,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-20,66001.41,0.1378062505538675,0.0,0.2,0.0,0.0,0.0,0.34451562638466876,0.35,0.009364171380944525,12222.786820634758,0.005484373615331217,5.484373615331217e-06,0.009369655754559857,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-21,62193.15,0.1128334715070451,0.0,0.2,0.0,0.0,0.0,0.28208367876761276,0.34451562638466876,-0.019940872110269313,11979.053791813394,0.062431947617056005,6.2431947617056e-05,-0.019878440162652257,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-22,60688.22,0.1135551753167938,0.0,0.2,0.0,0.0,0.0,0.2838879382919845,0.28208367876761276,-0.006827575115120892,11897.265902241714,0.001804259524371743,1.804259524371743e-06,-0.00682577085559652,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-23,61286.75,0.1208583512661722,0.0,0.2,0.0,0.0,0.0,0.3021458781654305,0.2838879382919845,0.0027815514416820266,11930.358759364168,0.018257939873445983,1.8257939873445983e-05,0.0027998093815554724,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-24,60852.22,0.0917877394192984,0.0,0.2,0.0,0.0,0.0,0.229469348548246,0.3021458781654305,-0.0022149250325843644,11903.933909100338,0.07267652961718449,7.267652961718449e-05,-0.00214224850296718,-0.0,-0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-25,63078.78,0.0430911517584638,0.0,0.2,0.0,0.0,-0.0,0.10772787939615949,0.229469348548246,0.008274456281785882,12002.432489812458,0.1217414691520865,0.00012174146915208651,0.00839619775093797,0.0,0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-26,60328.81,0.0365451952401874,0.0,0.2,0.0,0.0,-0.0,0.0913629881004685,0.10772787939615949,-0.004712848185726197,11945.866847628546,0.016364891295690992,1.636489129569099e-05,-0.004696483294430506,-0.0,-0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-27,58413.44,0.0318192091088022,0.0,0.2,0.0,0.0,-0.0,0.0795480227720055,0.0913629881004685,-0.0029124842561365216,11911.074698508923,0.011814965328463004,1.1814965328463004e-05,-0.0029006692908080584,-0.0,-0.0,0.0,long,base_signal,dual_trendfloor_combo
2021-10-28,60575.89,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0795480227720055,0.002865298605732027,11945.203484235331,0.0795480227720055,7.95480227720055e-05,0.0029448466285040328,0.0,0.0,-0.0,long,base_signal,dual_trendfloor_combo
2021-10-29,62253.71,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,11945.203484235331,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-10-30,61859.19,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,-0.0,11945.203484235331,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-10-31,61299.8,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,-0.0,11945.203484235331,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-01,60911.11,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,-0.0,11945.203484235331,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-02,63219.99,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,11945.203484235331,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-11-03,62896.48,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,-0.0,11945.203484235331,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-04,61395.01,0.0,-0.2070999078762311,0.2,0.0,0.0,-0.0,-0.3106498618143466,0.0,-0.00031064986181434664,11941.49270842361,0.3106498618143466,0.00031064986181434664,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-05,60937.12,0.0,-0.1412009398385802,0.2,0.0,0.0,-0.0,-0.21180140975787032,-0.3106498618143466,0.002218008654509209,11967.97904259865,0.0988484520564763,9.88484520564763e-05,-0.0,-0.0,0.0023168571065656854,0.0,short,base_signal,dual_trendfloor_combo
2021-11-06,61470.61,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,-0.21180140975787032,-0.0020660724040504268,11943.252331366482,0.21180140975787032,0.00021180140975787034,0.0,0.0,-0.0018542709942925566,-0.0,short,base_signal,dual_trendfloor_combo
2021-11-07,63273.59,0.0,0.0,0.2,0.0,0.0,-0.0,0.0,0.0,0.0,11943.252331366482,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-11-08,67525.83,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,11943.252331366482,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-11-09,66947.66,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,11943.252331366482,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-10,64882.43,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,11943.252331366482,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-11,64774.26,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,11943.252331366482,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-12,64122.23,0.0,-0.1501761068016142,0.4,0.0,0.0,-0.0,-0.2252641602024213,0.0,-0.0002252641602024213,11940.561944659974,0.2252641602024213,0.0002252641602024213,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-13,64380.0,0.0,-0.1546714462903746,0.4,0.0,0.0,-0.0,-0.2320071694355619,-0.2252641602024213,-0.0009123001393481754,11929.668568333964,0.006743009233140612,6.743009233140612e-06,0.0,0.0,-0.0009055571301150347,-0.0,short,base_signal,dual_trendfloor_combo
2021-11-14,65519.1,0.0,-0.1133073755770175,0.4,0.0,0.0,-0.0,-0.16996106336552624,-0.2320071694355619,-0.004167037822504474,11879.957188199774,0.06204610607003566,6.204610607003566e-05,0.0,0.0,-0.004104991716434438,-0.0,short,base_signal,dual_trendfloor_combo
2021-11-15,63606.74,0.0,-0.1444602135620818,0.4,0.0,0.0,-0.0,-0.2166903203431227,-0.16996106336552624,0.0049140644526078185,11938.33606351681,0.046729256977596445,4.672925697759645e-05,-0.0,-0.0,0.0049607937095854145,0.0,short,base_signal,dual_trendfloor_combo
2021-11-16,60058.87,0.0,-0.1341960501472127,0.4,0.0,0.0,-0.0,-0.20129407522081905,-0.2166903203431227,0.012071201603403706,12082.446124948707,0.015396245122303642,1.5396245122303643e-05,-0.0,-0.0,0.01208659784852601,0.0,short,base_signal,dual_trendfloor_combo
2021-11-17,60344.87,0.0,-0.2204516234252076,0.4,0.0,0.0,-0.0,-0.3306774351378114,-0.20129407522081905,-0.001087944610122892,12069.30109280997,0.12938335991699235,0.00012938335991699235,0.0,0.0,-0.0009585612502058998,-0.0,short,base_signal,dual_trendfloor_combo
2021-11-18,56891.62,0.0,-0.1371907561179502,0.4,0.0,0.0,-0.0,-0.20578613417692532,-0.3306774351378114,0.018798206103833367,12296.182302281833,0.12489130096088608,0.0001248913009608861,-0.0,-0.0,0.018923097404794254,0.0,short,base_signal,dual_trendfloor_combo
2021-11-19,58052.24,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,-0.20578613417692532,-0.0044039352297453255,12242.030711849444,0.20578613417692532,0.00020578613417692533,0.0,0.0,-0.0041981490955684,-0.0,short,base_signal,dual_trendfloor_combo
2021-11-20,59707.51,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,12242.030711849444,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
2021-11-21,58622.02,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,12242.030711849444,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-22,56247.18,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,-0.0,12242.030711849444,0.0,0.0,-0.0,-0.0,-0.0,0.0,flat,base_signal,dual_trendfloor_combo
2021-11-23,57541.27,0.0,0.0,0.4,0.0,0.0,-0.0,0.0,0.0,0.0,12242.030711849444,0.0,0.0,0.0,0.0,0.0,-0.0,flat,base_signal,dual_trendfloor_combo
